,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,label,party,district_code
3138,abdulsp9999,1127920227365289986,मोहम्मद अब्दुल (موحد عبدل),"उपाध्यक्ष









   



🚲 🇧🇾  समाजवादी पार्टी 
इलाहाबाद उ०प्र०",False,2019-05-13T12:55:12+00:00,2661,3908,392,6840,,sp,ALH
3139,ananttrivedi508,790854431986241536,Anant Trivedi ABVP,Unit President ABVP Amity university lucknow,False,2016-10-25T09:56:04+00:00,185,188,332,605,,bjp,LCK
3141,sanjayrana66,1282713925201485831,Sanjay Rana,"District organization secretary ABVP
Kannauj",False,2020-07-13T16:30:53+00:00,101,878,150,231,,bjp,MAH
3142,dmyadav5151,1390868447966339073,DM Yadav,"छात्र नेता इलाहाबाद विश्वविद्यालय 
एवं भारतीय हिन्दी भाषी राज्यो
(उत्तर भारत)के चुनावी 
रणनीतिकार व सलाहकार 
तथा राष्ट्रवादी समाजवादी विचारक व लेखक एवं पत्रकार।",False,2021-05-08T03:17:54+00:00,1346,472,115,402,,sp,AGR
3143,officeofshikhar,75324128,Shikhar Srivastava,"Ex State Spokesperson, State Secretary, @samajwadiparty Vaypar Sabha,UP. Views are personal, retweet’s are not necessarily endorsements",False,2009-09-18T16:38:39+00:00,164,692,6902,11098,,sp,LCK
3147,iMeenalGautam,3304902378,Adv Meenal Gautam,Former State Convenor #BJYM UP | Beti Bachao Beti Padhao | Lawyer | Former  Sate Girls Convenor ABVP| Former VP CCS University Meerut| #Namo | Tweets Personal |,False,2015-08-03T08:27:31+00:00,1942,444,5667,18360,,bjp,MRT
3148,pintu_amethi,717277690076598272,Pintu Yadav,"जिला प्रवक्ता समाजवादी पार्टी अमेठी
पूर्व प्रधान प्रतिनिधि ग्राम सभा मोचवा अमेठी, विधानसभा अध्यक्ष समाजवादी छात्र सभा अमेठी 186",False,2016-04-05T09:08:22+00:00,1173,592,1880,9760,,sp,AMT
3150,PrateekKumarM11,818988576025219072,Prateek Kumar Mishra,"जिला सह-संयोजक भाजपा आई०टी०एवं सोशल मीडिया विभाग जौनपुर (उत्तर-प्रदेश)/
(367 मल्हनी विधानसभा प्रभारी)/पूर्व नगर सहमंत्री जौनपुर/टी०डी० कॉलेज इकाई मंत्री (ABVP)",False,2017-01-11T01:11:07+00:00,1018,433,690,9898,,bjp,JNP
3151,obcricha,1133305312981602304,RICHA PATEL,"ओबीसी महासभा प्रदेश अध्यक्ष (म.प्र)

#Rising_voice_of_people

facebook.com",False,2019-05-28T09:33:37+00:00,18111,1281,6343,66846,,sp,AMR
3153,Shubham41489417,1270359174363394052,Shubham Raghuwanshi 🇮🇳,"जय श्री राम 🚩🚩🚩💯% follow 🔙
राष्ट्रीय स्वयंसेवक संघ (RSS)🚩🚩🚩 भारतीय जनता युवा मोर्चा महामंत्री विदिशा
@BJP4MP भाजपा नगर मंत्री गंज बासौदा",False,2020-06-09T14:16:59+00:00,6866,4423,3433,21871,,bjp,BAN
3155,BhaironMishra,1241346788423950336,भैरोप्रसाद मिश्र,पूर्व सांसद बांदा - चित्रकूट,False,2020-03-21T12:52:10+00:00,5718,1826,2227,26621,,bjp,CHK
3158,MukeshyadavSP,1272067364389941248,समाजवादी मुकेश यादव राष्ट्रीय सचिव युवजन सभा🇮🇳,"राष्ट्रीय सचिव युवजन सभा समाजवादी पार्टी 🚲
     जिला पंचायत सदस्य भादर,संग्रामपुर अमेठी",False,2020-06-14T07:25:13+00:00,299,77,688,954,,sp,AMT
3161,ShahjahanpurCo1,1405201899050049542,Shahjahanpur Congress,Congress Team Shahjahanpur Uttar Pradesh,False,2021-06-16T16:34:35+00:00,149,450,3153,3184,,inc,SHJ
3162,YadavGopalSP,863332823633211392,Gopal Yadav,"District president samajwadi party,Etawah(U.P.)",False,2017-05-13T09:59:19+00:00,1290,90,1028,56,,sp,ETW
3163,BJPITSKN,785301805894868994,भाजपा संतकबीर नगर,"official Twitter account of BJP IT Vibhaag, Sant Kabir Nagar",False,2016-10-10T02:11:55+00:00,432,319,1560,2061,,bjp,GOR
3164,Riyazabbasabidi,1631988938,Riyaz Abbas Abidi ریاض عباس عابدی,"I Like @RahulGandhi
Official Twitter Account of President-Mizan E Haq Welfare Society.UP, 
Former National Executive Member BJP - Communication  Cell",False,2013-07-30T04:18:54+00:00,8605,1428,2063,365,,bjp,AMR
3165,Aditya955936,1004040707907076096,Drx Aditya Srivastava,"।। जिला सोशल मीडिया प्रमुख बाराबंकी #ABVP।।
।।राष्ट्र सर्वोपरि 🇮🇳।। संघ स्वयंसेवक🚩।।
।।🚩जय सियाराम🚩।। भारत माता की जय 🚩।।",False,2018-06-05T16:42:13+00:00,985,380,1588,92934,,bjp,LCK
3167,KeshavS77473274,1386999651841228800,Keshav Singh,"केशव सिंह ,जिलामहामन्त्री भाजपा अमेठी ।",False,2021-04-27T11:05:23+00:00,143,220,511,501,,bjp,AMT
3168,DrManojMishra63,1155329470233903105,Dr.Manoj Mishra,Spokesperson BJP UP,False,2019-07-28T04:09:45+00:00,129,558,21,793,,bjp,JNP
3169,bjpsatyamgupta,818416195913261056,satyam,state co convenor bjp -policy Research department,False,2017-01-09T11:16:41+00:00,418,456,1116,3088,,bjp,LCK
3173,krishnbansi,786915770408337408,कृष्ण गोपाल वैष्णव मथुरा,"बूथ अध्यक्ष सींगोनी.,,
केशव सेना-मंडल मंत्री आगरा.,,
आईटी संयोजक बाजना मंडल,, 
सेक्टर संयोजक, 
और ,,भारतीय किसान यूनियन भानु में- जिला मंत्री मथुरा

9520335813",False,2016-10-14T13:05:14+00:00,503,4081,3060,7941,,bjp,MAT
3174,yadavamitluc,790438764610850816,Amit Yadav (آمد د یادو),"Social Activist at @samajwadiParty|| छात्र नेता का0 सु0 साकेत महाविद्यालय अयोध्या फैज़ाबाद||
(274 विधानसभा बीकापुर)||",False,2016-10-24T06:24:22+00:00,1614,570,5345,16453,,sp,LCK
3177,muzaffar_inc,1265905058404798465,चौधरी मुजफ्फर अली गुर्जर,"अध्यक्ष, जिला कांग्रेस कमेटी, सहारनपुर",False,2020-05-28T07:18:01+00:00,165,367,693,55,,inc,SAH
3178,gulab_bjp,316463932,गुलाब,Nationalist | Blogger/Freelancer | @kavishala  | संघ परिचय :- बाल्यकाल से | @BJYM | Social Media Analyst political,False,2011-06-13T13:56:51+00:00,4511,320,35881,100902,,bjp,LCK
3181,Shauryabjpup1,974023463873609729,Shaurya Vardhan Mishra,"समाजसेवी / सक्रिय कार्यकर्ता भाजपा अवध क्षेत्र, उत्तर प्रदेश /
संयोजक सोशल मीडिया सण्डीला ग्रामीण मण्डल",False,2018-03-14T20:44:25+00:00,428,324,1496,26094,,bjp,LCK
3189,SheshmaniGupt14,982450199686729728,Sheshmani Gupta,प्रदेश अध्यक्ष छात्र सभा फॉर्मेसी & फर्मासिस्ट वेलफेयर एसोसिएशन उत्तर प्रदेश,False,2018-04-07T02:49:15+00:00,527,969,615,5761,,inc,MRG
3190,manvendrabjp,2932119181,मानवेन्द्र सिंह 'मानव' 🇮🇳,Official Twitter Account - Vice President BJYM Ghazipur (U.P.),False,2014-12-16T10:30:13+00:00,21637,6472,1344,5837,,bjp,GZP
3191,yadavendra1122,722733975903592448,Yadavendra Singh Yadav,पूर्व जिला सचिव समाजवादी पार्टी बलिया (उ.प्र.),False,2016-04-20T10:29:42+00:00,171,25,106,5221,,sp,BAL
3192,RSaraswat123,1242672367844782080,Rameshwar saraswat,":-#🙏 प्रदेश अध्यक्ष राष्ट्रीय ब्राह्मण महासंघ पश्चिम उत्तर प्रदेश🙏🏽
:-#🙏 प्रदेश संगठन मंत्री मंत्री भारतीय नमो संघ उत्तर प्रदेश🙏🏽",False,2020-03-25T04:39:55+00:00,628,2641,694,2307,,bjp,HAT
3195,tarunsethbjp,904258067381895168,Tarun Seth,"EX. MLA Candidate, BJP Chata Vidhanasabha Mathura U.P. /
State VICE PRESIDENT UP vashya mahasammalan /
STATE SECRETARY UP Trade Union Board",False,2017-09-03T08:21:38+00:00,709,103,4592,6717,,bjp,MAT
3197,ramkishorebind,740778587800866816,राम किशोर बिंद,"पूर्व विधायक , पूर्व मंत्री नगर विकास (स्वतंत्र प्रभार) एवं परिवहन विभाग, उत्तर प्रदेश सरकार 393, विधान सभा-ज्ञानपुर ,जिला-भदोही",False,2016-06-09T05:32:33+00:00,1702,3052,1998,913,,sp,BDH
3204,sirpawanbhakuni,801045106459635712,पवन सिंह भाकुनी (ठेठ पहाड़ी),खड़/ Social Service/ Politics/ Music/ Traveling/ Manufacturing/ innovative works/ Self Employed/ Aatmnirbhar/ Secularism Ideology in my ❤️ Heart,False,2016-11-22T12:50:10+00:00,506,1410,8635,15192,,inc,KAU
3205,on_amethi,1173933776235139072,Onkar Nath Shukla,"वरिष्ठ भाजपा नेता-अमेठी | 185-विधानसभा क्षेत्र, गौरीगंज",False,2019-09-17T12:16:57+00:00,579,322,469,178,,bjp,AMT
3207,Atulsing123,955070109273358336,Atul Singh,UPSSSC प्रतियोगी छात्र,False,2018-01-21T13:30:33+00:00,447,1808,22759,127790,,bjp,LCK
3210,kanhaiyBJP,1146655948217311232,Kanhaiya Lal Gupta,"प्रदेश कार्यसमिति सदस्य - भारतीय जनता पार्टी, उत्तर प्रदेश | निवर्तमान जिला अध्यक्ष - भाजपा फ़िरोज़ाबाद महानगर | सदस्य - फ़िरोज़ाबाद शिकोहाबाद विकास प्राधिकरण",False,2019-07-04T05:44:16+00:00,753,137,6541,17956,,bjp,FRZ
3212,Lavlesh1988spa,1049313003022118914,Lavlesh yadav,पूर्व अध्यक्ष जिला सहकारी बैंक लि0 बाँदा /चित्रकूट,False,2018-10-08T14:58:09+00:00,191,130,5134,20173,,sp,CHK
3215,Jitendr55985677,729921436798713857,Jitendra Lodhi Rajput,"Proud of being Hindu..... 
सत्य को सजाने की आवश्यकता नहीं होती भारत माता की जय",False,2016-05-10T06:30:06+00:00,6005,5689,3592,12629,,bjp,KNN
3216,ManojA2Y,1257543263596109825,मनोज दुबे थलौरा,"(नि. जिला उपाध्यक्ष समाजवादी पार्टी लोहिया वाहिनी महोबा)























माo @yadavakhilesh जिंदाबाद
@samajwadiparty जिंदाबाद
#Mission2022 #AkhileshYadav",False,2020-05-05T05:31:05+00:00,3435,948,79538,90224,,sp,MAH
3217,samratrld,802172166607278080,सम्राट सिंह चौहान,"जिला अध्यक्ष लखनऊ छात्र सभा @RLDparty ,170 विधानसभा सरोजनीनगर",False,2016-11-25T15:28:42+00:00,2792,895,25877,132260,,rld,LCK
3218,INC_Dharmendra,1225971456233730048,INC Dharmendra Tiwari,जिला अध्यक्ष कांग्रेस कमेटी चंदौली,False,2020-02-08T02:36:00+00:00,107,88,381,5352,,inc,CHD
3219,AbhaySinghsp,3847662225,Abhay Yadav,प्रदेश कार्यकारिणी सदस्य समाजवादी छात्रसभा,False,2015-10-03T00:46:28+00:00,1169,923,972,2891,,sp,LCK
3222,nsyadav1170,3243281071,NS Yadav,"Former Indian Army. 
अध्यक्ष पूर्व सैनिक वेलफेयर फाउंडेशन माधोगंज हरदोई।
जिला उपाध्यक्ष समाजवादी पार्टी सैनिक प्रकोष्ठ हरदोई।",False,2015-06-12T12:23:09+00:00,294,429,1088,3926,,sp,HAR
3225,vikkuazamgarh,1209558196391559168,Vikas Yadav,समाजवादी विचारधारा (facebook.com/vikas.yaduwanci),False,2019-12-24T19:35:51+00:00,83,84,61,248,,sp,AZA
3227,vimla_jatav,1215520005665636352,विमला जाटव (Bjp),जिला मंत्री भाजपा मेरठ (उत्तर प्रदेश),False,2020-01-10T06:25:56+00:00,590,786,234,7362,,bjp,MRT
3228,BatriAnkur,2279442973,Ankur Batri,"Chairman SM Department, NSUI Madhya Pradesh",False,2014-01-06T18:27:00+00:00,3185,265,21261,14965,,inc,HAP
3229,TarunPatelUP,700716491579064321,Tarun Patel किसान,किसान कांग्रेस,False,2016-02-19T16:20:05+00:00,2041,383,780,1721,,inc,GON
3231,sachinU15118811,785801945604915200,Sachin Upadhyay,"जिला उपाध्यक्ष ,भाजपा एटा",False,2016-10-11T11:19:18+00:00,190,57,19,52,,bjp,ETA
3234,AradhyaVerma15,879234894978830336,आराध्य वर्मा समाजवादी @AradhyaVerma15,"समाजवादी पार्टी🇧🇾🇧🇾🚲🚲/ 2022 #बाईस_में_बाइसिकल★★
★सत्यमेव जयते★★★",False,2017-06-26T07:08:29+00:00,1280,1618,16720,25391,,sp,ETW
3238,makker,17918498,Capt SJS Makker,Ex-Captain.. now an active Aam Aadmi Party worker,False,2008-12-06T07:12:27+00:00,182,273,407,16347,,aap,LCK
